cons_id,party_id,party_list_vote,party_list_vote_percent
BKK_16,703,13,0.01277
BKK_17,703,26,0.03029
BKK_18,703,11,0.0132
BKK_19,703,9,0.00889
BKK_2,703,7,0.00722
BKK_20,703,3,0.00332
BKK_21,703,11,0.01109
BKK_22,703,7,0.00721
BKK_23,703,10,0.00944
BKK_24,703,14,0.01358
BKK_25,703,10,0.01076
BKK_26,703,13,0.01283
BKK_27,703,21,0.02076
BKK_28,703,7,0.00664
BKK_29,703,8,0.00736
BKK_3,703,5,0.00568
BKK_30,703,13,0.01241
BKK_31,703,6,0.00542
BKK_32,703,4,0.00394
BKK_33,703,19,0.01739
BKK_4,703,12,0.01345
BKK_5,703,11,0.01108
BKK_6,703,10,0.00925
BKK_7,703,5,0.00502
BKK_8,703,10,0.00924
BKK_9,703,8,0.00742
BKN_1,703,15,0.01982
BKN_2,703,21,0.02747
BKN_3,703,20,0.02512
BRM_1,703,9,0.00994
BRM_10,703,10,0.01211
BRM_2,703,14,0.01584
BRM_3,703,20,0.02383
BRM_4,703,13,0.01582
BRM_5,703,23,0.02558
BRM_6,703,20,0.02302
BRM_7,703,21,0.02418
BRM_8,703,33,0.03565
BRM_9,703,26,0.02944
CBI_1,703,3,0.00286
CBI_10,703,18,0.0193
CBI_2,703,5,0.00565
CBI_3,703,10,0.0101
CBI_4,703,21,0.0223
CBI_5,703,12,0.01078
CBI_6,703,6,0.00589
CBI_7,703,7,0.00756
CBI_8,703,10,0.01059
CBI_9,703,13,0.01702
CCO_1,703,20,0.01638
CCO_2,703,24,0.02013
CCO_3,703,22,0.01831
CCO_4,703,21,0.01716
CMI_1,703,9,0.0083
CMI_10,703,43,0.04304
CMI_2,703,14,0.01216
CMI_3,703,13,0.01144
CMI_4,703,11,0.00958
CMI_5,703,25,0.02306
CMI_6,703,23,0.02382
CMI_7,703,18,0.01747
CMI_8,703,11,0.00929
CMI_9,703,28,0.02545
CNT_1,703,17,0.01668
CNT_2,703,25,0.02419
CPM_1,703,23,0.0238
CPM_2,703,40,0.04132
CPM_3,703,25,0.02794
CPM_4,703,25,0.03065
CPM_5,703,41,0.04383
CPM_6,703,27,0.02774
CPM_7,703,21,0.02339
CPN_1,703,41,0.03787
CPN_2,703,55,0.05064
CPN_3,703,52,0.05123
CRI_1,703,15,0.0137
CRI_2,703,21,0.02026
CRI_3,703,29,0.0262
CRI_4,703,22,0.01944
CRI_5,703,19,0.01837
CRI_6,703,21,0.02397
CRI_7,703,12,0.01185
CTI_1,703,23,0.02013
CTI_2,703,43,0.03982
CTI_3,703,21,0.01977
KBI_1,703,47,0.04603
KBI_2,703,50,0.0536
KBI_3,703,49,0.04927
KKN_1,703,17,0.01756
KKN_10,703,21,0.02276
KKN_11,703,21,0.02213
KKN_2,703,23,0.02165
KKN_3,703,33,0.03411
KKN_4,703,35,0.03545
KKN_5,703,17,0.01952
KKN_6,703,30,0.033
KKN_7,703,39,0.03976
KKN_8,703,38,0.0372
